Match_id,Match,Batting Position,Batsmen,Runs,Balls,M,4s,6s,Strike Rate,Out/No Out
T20I # 1855,Australia vs Ireland,7,Gareth Delany,14,10,27,2,0,140,Out
T20I # 1855,Australia vs Ireland,8,Mark Adair,11,11,13,1,0,100,Out
T20I # 1855,Australia vs Ireland,9,Fionn Hand,6,6,10,1,0,100,Out
T20I # 1855,Australia vs Ireland,10,Barry McCarthy,3,7,16,0,0,42.85,Out
T20I # 1855,Australia vs Ireland,11,Josh Little,1,5,6,0,0,20,Out
T20I # 1856,Afghanistan vs Sri Lanka,1,Rahmanullah Gurbaz †,28,24,33,2,2,116.66,Out
T20I # 1856,Afghanistan vs Sri Lanka,2,Usman Ghani,27,27,54,2,1,100,Out
T20I # 1856,Afghanistan vs Sri Lanka,3,Ibrahim Zadran,22,18,35,1,1,122.22,Out
T20I # 1856,Afghanistan vs Sri Lanka,4,Najibullah Zadran,18,16,29,1,0,112.5,Out
T20I # 1856,Afghanistan vs Sri Lanka,5,Gulbadin Naib,12,14,25,0,0,85.71,Out
T20I # 1856,Afghanistan vs Sri Lanka,6,Mohammad Nabi (c),13,8,15,1,0,162.5,Out
T20I # 1856,Afghanistan vs Sri Lanka,7,Rashid Khan,9,8,10,1,0,112.5,Out
T20I # 1856,Afghanistan vs Sri Lanka,8,Azmatullah Omarzai,3,4,3,0,0,75,Not out
T20I # 1856,Afghanistan vs Sri Lanka,9,Mujeeb Ur Rahman,1,2,1,0,0,50,Out
T20I # 1856,Afghanistan vs Sri Lanka,1,Pathum Nissanka,10,10,10,2,0,100,Out
T20I # 1856,Afghanistan vs Sri Lanka,2,Kusal Mendis †,25,27,33,2,1,92.59,Out
T20I # 1856,Afghanistan vs Sri Lanka,3,Dhananjaya de Silva,66,42,78,6,2,157.14,Not out
T20I # 1856,Afghanistan vs Sri Lanka,4,Charith Asalanka,19,18,27,1,0,105.55,Out
T20I # 1856,Afghanistan vs Sri Lanka,5,Bhanuka Rajapaksa,18,14,24,3,0,128.57,Out
T20I # 1856,Afghanistan vs Sri Lanka,6,Dasun Shanaka (c),0,0,4,0,0,-,Not out
T20I # 1858,England vs New Zealand,1,Jos Buttler (c)†,73,47,82,7,2,155.31,Out
T20I # 1858,England vs New Zealand,2,Alex Hales,52,40,46,7,1,130,Out
T20I # 1858,England vs New Zealand,3,Moeen Ali,5,6,13,0,0,83.33,Out
T20I # 1858,England vs New Zealand,4,Liam Livingstone,20,14,20,1,1,142.85,Out
T20I # 1858,England vs New Zealand,5,Harry Brook,7,3,6,0,1,233.33,Out
T20I # 1858,England vs New Zealand,6,Ben Stokes,8,7,11,0,0,114.28,Out
T20I # 1858,England vs New Zealand,7,Sam Curran,6,3,7,0,1,200,Not out
T20I # 1858,England vs New Zealand,8,Dawid Malan,3,1,1,0,0,300,Not out
T20I # 1858,England vs New Zealand,1,Finn Allen,16,11,25,0,1,145.45,Out
T20I # 1858,England vs New Zealand,2,Devon Conway †,3,9,12,0,0,33.33,Out
T20I # 1858,England vs New Zealand,3,Kane Williamson (c),40,40,57,3,0,100,Out
T20I # 1858,England vs New Zealand,4,Glenn Phillips,62,36,64,4,3,172.22,Out
T20I # 1858,England vs New Zealand,5,James Neesham,6,3,7,1,0,200,Out
T20I # 1858,England vs New Zealand,6,Daryl Mitchell,3,5,10,0,0,60,Out
T20I # 1858,England vs New Zealand,7,Mitchell Santner,16,10,19,0,1,160,Not out
T20I # 1858,England vs New Zealand,8,Ish Sodhi,6,6,4,0,0,100,Not out
T20I # 1859,Netherlands vs Zimbabwe,1,Wessly Madhevere,1,5,9,0,0,20,Out
T20I # 1859,Netherlands vs Zimbabwe,2,Craig Ervine (c),3,12,18,0,0,25,Out
T20I # 1859,Netherlands vs Zimbabwe,3,Regis Chakabva †,5,16,18,1,0,31.25,Out
T20I # 1859,Netherlands vs Zimbabwe,4,Sean Williams,28,23,39,3,0,121.73,Out
T20I # 1859,Netherlands vs Zimbabwe,5,Sikandar Raza,40,24,46,3,3,166.66,Out
T20I # 1859,Netherlands vs Zimbabwe,6,Milton Shumba,2,3,6,0,0,66.66,Out
T20I # 1859,Netherlands vs Zimbabwe,7,Ryan Burl,2,7,19,0,0,28.57,Out
T20I # 1859,Netherlands vs Zimbabwe,8,Luke Jongwe,6,8,12,0,0,75,Out
T20I # 1859,Netherlands vs Zimbabwe,9,Richard Ngarava,9,7,12,0,1,128.57,Out
T20I # 1859,Netherlands vs Zimbabwe,10,Tendai Chatara,6,7,15,0,0,85.71,Not out
T20I # 1859,Netherlands vs Zimbabwe,11,Blessing Muzarabani,1,4,9,0,0,25,Out
T20I # 1859,Netherlands vs Zimbabwe,1,Stephan Myburgh,8,7,15,0,1,114.28,Out
T20I # 1859,Netherlands vs Zimbabwe,2,Max O'Dowd,52,47,70,8,1,110.63,Out
T20I # 1859,Netherlands vs Zimbabwe,3,Tom Cooper,32,29,42,2,1,110.34,Out
T20I # 1859,Netherlands vs Zimbabwe,4,Colin Ackermann,1,5,6,0,0,20,Out
T20I # 1859,Netherlands vs Zimbabwe,5,Bas de Leede,12,12,21,2,0,100,Not out
T20I # 1859,Netherlands vs Zimbabwe,6,Scott Edwards (c)†,5,6,8,1,0,83.33,Out
T20I # 1859,Netherlands vs Zimbabwe,7,Roelof van der Merwe,0,3,6,0,0,0,Not out
T20I # 1860,Bangladesh vs India,1,KL Rahul,50,32,49,3,4,156.25,Out
T20I # 1860,Bangladesh vs India,2,Rohit Sharma (c),2,8,18,0,0,25,Out
T20I # 1860,Bangladesh vs India,3,Virat Kohli,64,44,84,8,1,145.45,Not out
T20I # 1860,Bangladesh vs India,4,Suryakumar Yadav,30,16,18,4,0,187.5,Out
T20I # 1860,Bangladesh vs India,5,Hardik Pandya,5,6,8,0,0,83.33,Out
T20I # 1860,Bangladesh vs India,6,Dinesh Karthik †,7,5,12,1,0,140,Out
T20I # 1860,Bangladesh vs India,7,Axar Patel,7,6,6,1,0,116.66,Out
T20I # 1860,Bangladesh vs India,8,Ravichandran Ashwin,13,6,9,1,1,216.66,Not out
T20I # 1860,Bangladesh vs India,1,Najmul Hossain Shanto,21,25,50,1,1,84,Out
T20I # 1860,Bangladesh vs India,2,Litton Das,60,27,40,7,3,222.22,Out
T20I # 1860,Bangladesh vs India,3,Shakib Al Hasan (c),13,12,24,2,0,108.33,Out
T20I # 1860,Bangladesh vs India,4,Afif Hossain,3,5,12,0,0,60,Out
T20I # 1860,Bangladesh vs India,5,Yasir Ali,1,3,8,0,0,33.33,Out
T20I # 1860,Bangladesh vs India,6,Nurul Hasan †,25,14,29,2,1,178.57,Not out
T20I # 1860,Bangladesh vs India,7,Mosaddek Hossain,6,3,4,0,1,200,Out
T20I # 1860,Bangladesh vs India,8,Taskin Ahmed,12,7,22,1,1,171.42,Not out
T20I # 1861,Pakistan vs South Africa,1,Mohammad Rizwan †,4,4,4,1,0,100,Out
T20I # 1861,Pakistan vs South Africa,2,Babar Azam (c),6,15,29,0,0,40,Out
T20I # 1861,Pakistan vs South Africa,3,Mohammad Haris,28,11,19,2,3,254.54,Out
T20I # 1861,Pakistan vs South Africa,4,Shan Masood,2,6,11,0,0,33.33,Out
T20I # 1861,Pakistan vs South Africa,5,Iftikhar Ahmed,51,35,73,3,2,145.71,Out
T20I # 1861,Pakistan vs South Africa,6,Mohammad Nawaz,28,22,32,4,1,127.27,Out
T20I # 1861,Pakistan vs South Africa,7,Shadab Khan,52,22,31,3,4,236.36,Out
T20I # 1861,Pakistan vs South Africa,8,Mohammad Wasim,0,1,1,0,0,0,Out
T20I # 1861,Pakistan vs South Africa,9,Naseem Shah,5,3,3,0,0,166.66,Not out
T20I # 1861,Pakistan vs South Africa,10,Haris Rauf,3,2,2,0,0,150,Out
T20I # 1861,Pakistan vs South Africa,1,Temba Bavuma (c),36,19,39,4,1,189.47,Out
T20I # 1861,Pakistan vs South Africa,2,Quinton de Kock †,0,5,6,0,0,0,Out
T20I # 1861,Pakistan vs South Africa,3,Rilee Rossouw,7,6,10,0,1,116.66,Out
T20I # 1861,Pakistan vs South Africa,4,Aiden Markram,20,14,28,4,0,142.85,Out
T20I # 1861,Pakistan vs South Africa,5,Heinrich Klaasen,15,9,18,3,0,166.66,Out
T20I # 1861,Pakistan vs South Africa,6,Tristan Stubbs,18,18,28,0,1,100,Out
T20I # 1861,Pakistan vs South Africa,7,Wayne Parnell,3,4,9,0,0,75,Out
T20I # 1861,Pakistan vs South Africa,8,Kagiso Rabada,1,2,11,0,0,50,Out
T20I # 1861,Pakistan vs South Africa,9,Anrich Nortje,1,5,8,0,0,20,Out
T20I # 1861,Pakistan vs South Africa,10,Lungi Ngidi,4,1,5,1,0,400,Not out
T20I # 1861,Pakistan vs South Africa,11,Tabraiz Shamsi,1,1,3,0,0,100,Not out
T20I # 1862,Ireland vs New Zealand,1,Finn Allen,32,18,30,5,1,177.77,Out
T20I # 1862,Ireland vs New Zealand,2,Devon Conway †,28,33,55,2,0,84.84,Out
T20I # 1862,Ireland vs New Zealand,3,Kane Williamson (c),61,35,59,5,3,174.28,Out
T20I # 1862,Ireland vs New Zealand,4,Glenn Phillips,17,9,9,2,1,188.88,Out
T20I # 1862,Ireland vs New Zealand,6,Daryl Mitchell,31,21,35,2,0,147.61,Not out
T20I # 1862,Ireland vs New Zealand,6,James Neesham,0,1,3,0,0,0,Out
T20I # 1862,Ireland vs New Zealand,7,Mitchell Santner,0,1,2,0,0,0,Out
T20I # 1862,Ireland vs New Zealand,8,Tim Southee,1,2,7,0,0,50,Not out
T20I # 1862,Ireland vs New Zealand,1,Paul Stirling,37,27,39,3,1,137.03,Out
T20I # 1862,Ireland vs New Zealand,2,Andy Balbirnie (c),30,25,36,0,3,120,Out
T20I # 1862,Ireland vs New Zealand,3,Lorcan Tucker †,13,14,30,0,0,92.85,Out
T20I # 1862,Ireland vs New Zealand,4,Harry Tector,2,7,4,0,0,28.57,Out
T20I # 1862,Ireland vs New Zealand,5,Gareth Delany,10,8,12,2,0,125,Out
T20I # 1862,Ireland vs New Zealand,6,George Dockrell,23,15,24,3,0,153.33,Out
T20I # 1862,Ireland vs New Zealand,7,Curtis Campher,7,7,10,1,0,100,Out
T20I # 1862,Ireland vs New Zealand,8,Fionn Hand,5,3,7,1,0,166.66,Out
T20I # 1862,Ireland vs New Zealand,9,Mark Adair,4,5,9,0,0,80,Out
T20I # 1862,Ireland vs New Zealand,10,Barry McCarthy,6,5,10,0,0,120,Not out
T20I # 1862,Ireland vs New Zealand,11,Josh Little,8,4,3,0,1,200,Not out
T20I # 1864,Australia vs Afghanistan,1,David Warner,25,18,28,5,0,138.88,Out
T20I # 1864,Australia vs Afghanistan,2,Cameron Green,3,2,12,0,0,150,Out
T20I # 1864,Australia vs Afghanistan,3,Mitchell Marsh,45,30,42,3,2,150,Out
T20I # 1864,Australia vs Afghanistan,4,Steven Smith,4,4,6,1,0,100,Out
T20I # 1864,Australia vs Afghanistan,5,Marcus Stoinis,25,21,41,0,2,119.04,Out
T20I # 1864,Australia vs Afghanistan,6,Glenn Maxwell,54,32,46,6,2,168.75,Not out
T20I # 1864,Australia vs Afghanistan,7,Matthew Wade (c)†,6,8,14,1,0,75,Out
T20I # 1864,Australia vs Afghanistan,8,Pat Cummins,0,2,4,0,0,0,Out
T20I # 1864,Australia vs Afghanistan,9,Kane Richardson,1,1,6,0,0,100,Out
T20I # 1864,Australia vs Afghanistan,10,Adam Zampa,1,1,5,0,0,100,Not out
T20I # 1864,Australia vs Afghanistan,1,Rahmanullah Gurbaz †,30,17,31,2,2,176.47,Out
T20I # 1864,Australia vs Afghanistan,2,Usman Ghani,2,7,16,0,0,28.57,Out
T20I # 1864,Australia vs Afghanistan,3,Ibrahim Zadran,26,33,55,2,0,78.78,Out
T20I # 1864,Australia vs Afghanistan,4,Gulbadin Naib,39,23,38,3,2,169.56,Out
T20I # 1864,Australia vs Afghanistan,5,Mohammad Nabi (c),1,2,10,0,0,50,Out
T20I # 1864,Australia vs Afghanistan,6,Najibullah Zadran,0,2,3,0,0,0,Out
T20I # 1864,Australia vs Afghanistan,7,Darwish Rasooli,15,13,28,1,0,115.38,Out
T20I # 1864,Australia vs Afghanistan,8,Rashid Khan,48,23,27,3,4,208.69,Not out
T20I # 1864,Australia vs Afghanistan,9,Naveen-ul-Haq,0,0,4,0,0,-,Not out
T20I # 1867,England vs Sri Lanka,1,Pathum Nissanka,67,45,70,2,5,148.88,Out
T20I # 1867,England vs Sri Lanka,2,Kusal Mendis †,18,14,21,1,1,128.57,Out
T20I # 1867,England vs Sri Lanka,3,Dhananjaya de Silva,9,11,17,0,0,81.81,Out
T20I # 1867,England vs Sri Lanka,4,Charith Asalanka,8,9,15,0,0,88.88,Out
T20I # 1867,England vs Sri Lanka,5,Bhanuka Rajapaksa,22,22,41,3,0,100,Out
T20I # 1867,England vs Sri Lanka,6,Dasun Shanaka (c),3,8,12,0,0,37.5,Out
T20I # 1867,England vs Sri Lanka,7,Wanindu Hasaranga de Silva,9,9,13,1,0,100,Out
T20I # 1867,England vs Sri Lanka,8,Chamika Karunaratne,0,2,3,0,0,0,Out
T20I # 1867,England vs Sri Lanka,9,Maheesh Theekshana,0,0,2,0,0,-,Not out
T20I # 1867,England vs Sri Lanka,1,Jos Buttler (c)†,28,23,35,2,1,121.73,Out
T20I # 1867,England vs Sri Lanka,2,Alex Hales,47,30,42,7,1,156.66,Out
T20I # 1867,England vs Sri Lanka,3,Ben Stokes,42,36,59,2,0,116.66,Not out
T20I # 1867,England vs Sri Lanka,4,Harry Brook,4,5,9,0,0,80,Out
T20I # 1867,England vs Sri Lanka,5,Liam Livingstone,4,6,10,0,0,66.66,Out
T20I # 1867,England vs Sri Lanka,6,Moeen Ali,1,5,8,0,0,20,Out
T20I # 1867,England vs Sri Lanka,7,Sam Curran,6,11,16,0,0,54.54,Out
T20I # 1867,England vs Sri Lanka,8,Chris Woakes,5,3,11,1,0,166.66,Not out
T20I # 1871,Netherlands vs South Africa,1,Stephan Myburgh,37,30,41,7,0,123.33,Out
T20I # 1871,Netherlands vs South Africa,2,Max O'Dowd,29,31,61,1,1,93.54,Out
T20I # 1871,Netherlands vs South Africa,3,Tom Cooper,35,19,30,2,2,184.21,Out
T20I # 1871,Netherlands vs South Africa,4,Colin Ackermann,41,26,31,3,2,157.69,Not out
T20I # 1871,Netherlands vs South Africa,5,Bas de Leede,1,7,11,0,0,14.28,Out
T20I # 1871,Netherlands vs South Africa,6,Scott Edwards (c)†,12,7,11,2,0,171.42,Not out
T20I # 1871,Netherlands vs South Africa,2,Quinton de Kock †,13,13,12,1,1,100,Out
T20I # 1871,Netherlands vs South Africa,2,Temba Bavuma (c),20,20,26,2,0,100,Out
T20I # 1871,Netherlands vs South Africa,3,Rilee Rossouw,25,19,29,2,0,131.57,Out
T20I # 1871,Netherlands vs South Africa,4,Aiden Markram,17,13,30,2,0,130.76,Out
T20I # 1871,Netherlands vs South Africa,5,David Miller,17,17,28,1,0,100,Out
T20I # 1871,Netherlands vs South Africa,6,Heinrich Klaasen,21,18,27,0,1,116.66,Out
T20I # 1871,Netherlands vs South Africa,7,Wayne Parnell,0,2,3,0,0,0,Out
T20I # 1871,Netherlands vs South Africa,8,Keshav Maharaj,13,12,20,0,1,108.33,Out
T20I # 1871,Netherlands vs South Africa,9,Kagiso Rabada,9,8,13,0,0,112.5,Not out
T20I # 1871,Netherlands vs South Africa,10,Anrich Nortje,4,1,2,1,0,400,Not out
T20I # 1872,Bangladesh vs Pakistan,1,Najmul Hossain Shanto,54,48,66,7,0,112.5,Out
T20I # 1872,Bangladesh vs Pakistan,2,Litton Das,10,8,15,0,1,125,Out
T20I # 1872,Bangladesh vs Pakistan,3,Soumya Sarkar,20,17,38,1,1,117.64,Out
T20I # 1872,Bangladesh vs Pakistan,4,Shakib Al Hasan (c),0,1,4,0,0,0,Out
T20I # 1872,Bangladesh vs Pakistan,5,Afif Hossain,24,20,47,3,0,120,Not out
T20I # 1872,Bangladesh vs Pakistan,6,Mosaddek Hossain,5,11,17,0,0,45.45,Out
T20I # 1872,Bangladesh vs Pakistan,7,Nurul Hasan †,0,3,4,0,0,0,Out
T20I # 1872,Bangladesh vs Pakistan,8,Taskin Ahmed,1,5,8,0,0,20,Out
T20I # 1872,Bangladesh vs Pakistan,9,Nasum Ahmed,7,6,9,1,0,116.66,Out
T20I # 1872,Bangladesh vs Pakistan,10,Mustafizur Rahman,0,1,1,0,0,0,Not out
T20I # 1872,Bangladesh vs Pakistan,1,Mohammad Rizwan †,32,32,51,2,1,100,Out
T20I # 1872,Bangladesh vs Pakistan,2,Babar Azam (c),25,33,46,2,0,75.75,Out
T20I # 1872,Bangladesh vs Pakistan,3,Mohammad Nawaz,4,11,27,0,0,36.36,Out
T20I # 1872,Bangladesh vs Pakistan,4,Mohammad Haris,31,18,31,1,2,172.22,Out
T20I # 1872,Bangladesh vs Pakistan,5,Shan Masood,24,14,20,2,0,171.42,Not out
T20I # 1872,Bangladesh vs Pakistan,6,Iftikhar Ahmed,1,3,8,0,0,33.33,Out
T20I # 1872,Bangladesh vs Pakistan,7,Shadab Khan,0,0,2,0,0,-,Not out
T20I # 1873,India vs Zimbabwe,1,KL Rahul,51,35,59,3,3,145.71,Out
T20I # 1873,India vs Zimbabwe,2,Rohit Sharma (c),15,13,20,2,0,115.38,Out
T20I # 1873,India vs Zimbabwe,3,Virat Kohli,26,25,36,2,0,104,Out
T20I # 1873,India vs Zimbabwe,4,Suryakumar Yadav,61,25,44,6,4,244,Not out
T20I # 1873,India vs Zimbabwe,5,Rishabh Pant †,3,5,7,0,0,60,Out
T20I # 1873,India vs Zimbabwe,6,Hardik Pandya,18,18,29,2,0,100,Out
T20I # 1873,India vs Zimbabwe,7,Axar Patel,0,0,6,0,0,-,Not out
T20I # 1873,India vs Zimbabwe,1,Wessly Madhevere,0,1,1,0,0,0,Out
T20I # 1873,India vs Zimbabwe,2,Craig Ervine (c),13,15,37,2,0,86.66,Out
T20I # 1873,India vs Zimbabwe,3,Regis Chakabva †,0,6,9,0,0,0,Out
T20I # 1873,India vs Zimbabwe,4,Sean Williams,11,18,22,0,1,61.11,Out
T20I # 1873,India vs Zimbabwe,5,Sikandar Raza,34,24,53,3,0,141.66,Out
T20I # 1873,India vs Zimbabwe,6,Tony Munyonga,5,4,6,1,0,125,Out
T20I # 1873,India vs Zimbabwe,7,Ryan Burl,35,22,27,5,1,159.09,Out
T20I # 1873,India vs Zimbabwe,8,Wellington Masakadza,1,7,8,0,0,14.28,Out
T20I # 1873,India vs Zimbabwe,9,Richard Ngarava,1,2,4,0,0,50,Out
T20I # 1873,India vs Zimbabwe,10,Tendai Chatara,4,4,11,1,0,100,Out
T20I # 1873,India vs Zimbabwe,11,Blessing Muzarabani,0,2,5,0,0,0,Not out
T20I # 1877,New Zealand vs Pakistan,1,Finn Allen,4,3,6,1,0,133.33,Out
T20I # 1877,New Zealand vs Pakistan,2,Devon Conway †,21,20,35,3,0,105,Out
T20I # 1877,New Zealand vs Pakistan,3,Kane Williamson (c),46,42,81,1,1,109.52,Out
T20I # 1877,New Zealand vs Pakistan,4,Glenn Phillips,6,8,9,1,0,75,Out
T20I # 1877,New Zealand vs Pakistan,6,Daryl Mitchell,53,35,60,3,1,151.42,Not out
T20I # 1877,New Zealand vs Pakistan,6,James Neesham,16,12,19,1,0,133.33,Not out
T20I # 1877,New Zealand vs Pakistan,1,Mohammad Rizwan †,57,43,77,5,0,132.55,Out
T20I # 1877,New Zealand vs Pakistan,2,Babar Azam (c),53,42,56,7,0,126.19,Out
T20I # 1877,New Zealand vs Pakistan,3,Mohammad Haris,30,26,32,2,1,115.38,Out
T20I # 1877,New Zealand vs Pakistan,4,Shan Masood,3,4,13,0,0,75,Not out
T20I # 1877,New Zealand vs Pakistan,5,Iftikhar Ahmed,0,0,3,0,0,-,Not out
T20I # 1878,England vs India,1,KL Rahul,5,5,8,1,0,100,Out
T20I # 1878,England vs India,2,Rohit Sharma (c),27,28,37,4,0,96.42,Out
T20I # 1878,England vs India,3,Virat Kohli,50,40,75,4,1,125,Out
T20I # 1878,England vs India,4,Suryakumar Yadav,14,10,14,1,1,140,Out
T20I # 1878,England vs India,5,Hardik Pandya,63,33,47,4,5,190.9,Out
T20I # 1878,England vs India,6,Rishabh Pant †,6,4,13,1,0,150,Out
T20I # 1878,England vs India,7,Ravichandran Ashwin,0,0,4,0,0,-,Not out
T20I # 1878,England vs India,1,Jos Buttler (c)†,80,49,74,9,3,163.26,Not out
T20I # 1878,England vs India,2,Alex Hales,86,47,74,4,7,182.97,Not out
T20I # 1879,England vs Pakistan,1,Mohammad Rizwan †,15,14,24,0,1,107.14,Out
T20I # 1879,England vs Pakistan,2,Babar Azam (c),32,28,58,2,0,114.28,Out
T20I # 1879,England vs Pakistan,3,Mohammad Haris,8,12,15,1,0,66.66,Out
T20I # 1879,England vs Pakistan,4,Shan Masood,38,28,46,2,1,135.71,Out
T20I # 1879,England vs Pakistan,5,Iftikhar Ahmed,0,6,8,0,0,0,Out
T20I # 1879,England vs Pakistan,6,Shadab Khan,20,14,26,2,0,142.85,Out
T20I # 1879,England vs Pakistan,7,Mohammad Nawaz,5,7,11,0,0,71.42,Out
T20I # 1879,England vs Pakistan,8,Mohammad Wasim,4,8,12,0,0,50,Out
T20I # 1879,England vs Pakistan,9,Shaheen Shah Afridi,5,3,8,1,0,166.66,Not out
T20I # 1879,England vs Pakistan,10,Haris Rauf,1,1,3,0,0,100,Not out
T20I # 1879,England vs Pakistan,1,Jos Buttler (c)†,26,17,33,3,1,152.94,Out
T20I # 1879,England vs Pakistan,2,Alex Hales,1,2,6,0,0,50,Out
T20I # 1879,England vs Pakistan,3,Phil Salt,10,9,16,2,0,111.11,Out
T20I # 1879,England vs Pakistan,4,Ben Stokes,52,49,81,5,1,106.12,Not out
T20I # 1879,England vs Pakistan,5,Harry Brook,20,23,36,1,0,86.95,Out
T20I # 1879,England vs Pakistan,6,Moeen Ali,19,13,30,3,0,146.15,Out
T20I # 1879,England vs Pakistan,7,Liam Livingstone,1,1,3,0,0,100,Not out
